question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct
92601,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Sanders,Bernard Sanders,DEM,48
92601,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,45
92602,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Warren,Elizabeth Warren,DEM,46
92602,57275,2020,North Carolina,383,Public Policy Polling,,,Public Policy Polling,263,Public Policy Polling,B,750,rv,rv,IVR/Online,U.S. President,0,,1/4/19,1/7/19,11/3/20,,FALSE,,,FALSE,FALSE,1/9/19 13:10,,https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_NC_10919.pdf,general,Trump,Donald Trump,REP,46
92872,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Warren,Elizabeth Warren,DEM,53.5
92872,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Trump,Donald Trump,REP,41.4
92873,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Sanders,Bernard Sanders,DEM,54.1
92873,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Trump,Donald Trump,REP,40.8
92874,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,O'Rourke,Beto O'Rourke,DEM,47.6
92874,57407,2020,New Hampshire,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,B-,593,rv,rv,Online/IVR,U.S. President,0,,1/16/19,1/21/19,11/3/20,,FALSE,,,FALSE,FALSE,1/28/19 8:31,,https://docs.google.com/document/d/1OioLhza_dc37U0XiJ_AQ8MHxVEKuTqTq_LppBuHLG88/edit,general,Trump,Donald Trump,REP,40.9
92900,57419,2020,Texas,1412,Neighborhood Research Corporation,990,Courageous Conservatives PAC,Atlantic Media and Research,227,Neighborhood Research Corporation,C+,504,lv,lv,Live Phone,U.S. President,0,,1/5/19,1/11/19,11/3/20,,FALSE,REP,,FALSE,FALSE,1/29/19 14:26,,http://politicselections.com/new-poll-beto-not-liked-in-texas/,general,O'Rourke,Beto O'Rourke,DEM,39
92900,57419,2020,Texas,1412,Neighborhood Research Corporation,990,Courageous Conservatives PAC,Atlantic Media and Research,227,Neighborhood Research Corporation,C+,504,lv,lv,Live Phone,U.S. President,0,,1/5/19,1/11/19,11/3/20,,FALSE,REP,,FALSE,FALSE,1/29/19 14:26,,http://politicselections.com/new-poll-beto-not-liked-in-texas/,general,Trump,Donald Trump,REP,52
92926,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Biden,Joseph R. Biden Jr.,DEM,53.3
92926,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,40.3
92927,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Harris,Kamala D. Harris,DEM,46.6
92927,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,42.4
92928,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Sanders,Bernard Sanders,DEM,52
92928,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:17,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,41.2
92929,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:18,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Warren,Elizabeth Warren,DEM,45.8
92929,57427,2020,Michigan,176,Glengariff Group Inc.,"167,168",Detroit News | WDIV-TV,Glengariff Group Inc.,117,Glengariff Group Inc.,B,600,lv,lv,Live Phone,U.S. President,0,,1/24/19,1/26/19,11/3/20,,FALSE,,,FALSE,FALSE,1/29/19 21:18,,https://www.clickondetroit.com/michigan-politics/wdivdetroit-news-poll-trump-faces-uphill-re-election-battle-in-michigan,general,Trump,Donald Trump,REP,42.5
92972,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Warren,Elizabeth Warren,DEM,48.1
92972,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,51.9
92973,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,O'Rourke,Beto O'Rourke,DEM,47
92973,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,53
92974,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Biden,Joseph R. Biden Jr.,DEM,50.6
92974,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,49.4
92975,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Sanders,Bernard Sanders,DEM,49.5
92975,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,50.5
92976,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Harris,Kamala D. Harris,DEM,46.8
92976,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,53.2
92977,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Brown,Sherrod Brown,DEM,45.5
92977,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,54.5
92978,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Gillibrand,Kirsten E. Gillibrand,DEM,46
92978,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,54
92979,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Pelosi,Nancy Pelosi,DEM,45.2
92979,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:28,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,54.8
92980,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:29,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Warren,Elizabeth Warren,DEM,40.1
92980,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:29,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Trump,Donald Trump,REP,48.5
92980,57445,2020,Iowa,1102,Emerson College,,,Emerson College,88,Emerson College,B+,831,rv,rv,Online/IVR,U.S. President,0,,1/30/19,2/2/19,11/3/20,,FALSE,,,FALSE,FALSE,2/2/19 16:29,,https://www.emerson.edu/news-events/emerson-college-today-unpublished/iowa-poll-one-year-out-caucus-biden-leads-democratic-field-third-party-candidacy-helps-trump,general,Schultz,Howard Schultz,DEM,11.4
93160,57528,2020,Texas,383,Public Policy Polling,1128,Jeff Dalton,Public Policy Polling,263,Public Policy Polling,B,743,rv,rv,Automated Phone,U.S. President,0,,2/13/19,2/14/19,,,FALSE,DEM,,FALSE,FALSE,2/15/19 16:27,,https://twitter.com/PatrickSvitek/status/1096513104677097472,general,Harris,Kamala D. Harris,DEM,40
93160,57528,2020,Texas,383,Public Policy Polling,1128,Jeff Dalton,Public Policy Polling,263,Public Policy Polling,B,743,rv,rv,Automated Phone,U.S. President,0,,2/13/19,2/14/19,,,FALSE,DEM,,FALSE,FALSE,2/15/19 16:27,,https://twitter.com/PatrickSvitek/status/1096513104677097472,general,Trump,Donald Trump,REP,49
93161,57528,2020,Texas,383,Public Policy Polling,1128,Jeff Dalton,Public Policy Polling,263,Public Policy Polling,B,743,rv,rv,Automated Phone,U.S. President,0,,2/13/19,2/14/19,,,FALSE,DEM,,FALSE,FALSE,2/15/19 16:27,,https://twitter.com/PatrickSvitek/status/1096513104677097472,general,Biden,Joseph R. Biden Jr.,DEM,46
93161,57528,2020,Texas,383,Public Policy Polling,1128,Jeff Dalton,Public Policy Polling,263,Public Policy Polling,B,743,rv,rv,Automated Phone,U.S. President,0,,2/13/19,2/14/19,,,FALSE,DEM,,FALSE,FALSE,2/15/19 16:27,,https://twitter.com/PatrickSvitek/status/1096513104677097472,general,Trump,Donald Trump,REP,49
93202,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Biden,Joseph R. Biden Jr.,DEM,39
93202,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Trump,Donald Trump,REP,43
93203,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Sanders,Bernard Sanders,DEM,34
93203,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Trump,Donald Trump,REP,46
93204,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Harris,Kamala D. Harris,DEM,34
93204,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Trump,Donald Trump,REP,45
93205,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Booker,Cory A. Booker,DEM,36
93205,57543,2020,North Carolina,988,Harper Polling,158,Civitas Institute,Harper Polling,132,Harper Polling,B,500,lv,lv,Live Phone,U.S. President,0,,2/11/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/19/19 14:23,,https://www.nccivitas.org/polling/nearly-one-four-north-carolinians-support-socialism/,general,Trump,Donald Trump,REP,44
93241,57556,2020,Arizona,1293,OH Predictive Insights/MBQF,,,OH Predictive Insights,235,OH Predictive Insights/MBQF,C+,600,lv,lv,Live Phone,U.S. President,0,,2/12/19,2/13/19,,,FALSE,,,FALSE,FALSE,2/20/19 12:01,,https://ohpredictive.com/promotional-content/2020-presidential-race-insights/,general,Biden,Joseph R. Biden Jr.,DEM,46
